[INFO] [2020-02-07 15:37:30,152] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,666] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:21,717] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,718] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,718] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,719] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,720] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,720] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,720] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:21,776] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,776] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,777] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,778] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,778] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,779] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,779] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:21,823] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,823] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,824] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,825] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,826] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,826] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,826] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:21,878] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,878] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,879] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,880] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,881] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,881] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,881] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:21,940] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,941] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,941] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,942] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,943] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,943] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,943] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:21,989] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,990] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,990] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,991] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:21,992] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:21,992] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:21,992] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,043] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,044] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,044] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,045] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,045] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,046] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,046] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,102] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,102] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,103] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,104] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,104] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,104] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,105] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,147] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,147] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,147] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,148] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,149] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,149] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,149] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,193] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,194] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,194] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,195] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,196] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,196] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,196] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,242] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,242] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,243] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,244] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,245] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,245] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,245] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,284] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,285] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,285] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,286] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,287] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,287] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,288] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,330] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,331] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,331] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,332] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,333] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,333] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,333] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,376] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,376] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,377] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,378] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,378] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,379] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,379] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,433] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,433] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,434] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,435] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,435] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,436] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,436] [Thread-3:123145484779520] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:38:22,493] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,493] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:38:22,493] [Thread-3:123145484779520] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:38:22,495] [Thread-3:123145484779520] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:38:22,495] [Thread-3:123145484779520] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
